Cat ID,URL,SKU,Sequencing
495,personalized,GIFTSFNP5091,661
495,personalized,GIFTSFNP5092,662
495,personalized,GIFTSFNP5109,663
495,personalized,GIFTSFNP5127,664
495,personalized,GIFTSFNP5131,665
495,personalized,GIFTSFNP5132,666
495,personalized,GIFTSFNP5133,667
495,personalized,GIFTSFNP2372,668
495,personalized,GIFTSFNP4740,669
495,personalized,GIFTSFNP4742,670
495,personalized,GIFTSFNP4743,671
495,personalized,GIFTSFNP4746,672
495,personalized,GIFTSFNP5139,673
495,personalized,GIFTSFNP5140,674
495,personalized,GIFTSFNP5141,675
495,personalized,GIFTSFNP5142,676
496,personalized,GIFTSFNP2052,677
496,personalized,GIFTSFNP2050,678
496,personalized,GIFTSFNP4467,679
496,personalized,GIFTSFNP2534,680
496,personalized,GIFTSFNP570,681
496,personalized,VG8,682
496,personalized,GIFTSFNP4595,683
496,personalized,GIFTSFNP1930,684
496,personalized,GIFTSFNP2532,685
496,personalized,GIFTSFNP4598,686
496,personalized,GIFTSFNP4466,687
496,personalized,GIFTSFNP4714,688
496,personalized,GIFTSFNP2533,689
496,personalized,GIFTSFNP4408,690
496,personalized,GIFTSFNP4455,691
496,personalized,GIFTSFNP1104,692
496,personalized,GIFTSFNP2048,693
496,personalized,GIFTSFNP2027,694
496,personalized,GIFTSFNP4716,695
496,personalized,GIFTSFNP1113,696
496,personalized,GIFTSFNP1114,697
496,personalized,GIFTSFNP250,698
496,personalized,GIFTSFNP1098,699
496,personalized,GIFTSFNP1109,700
496,personalized,VG28,701
496,personalized,VG53,702
496,personalized,VG61,703
496,personalized,VG84,704
496,personalized,VG94,705
496,personalized,VG121,706
496,personalized,VG166,707
496,personalized,VG169,708
496,personalized,VG204,709
496,personalized,VG340,710
496,personalized,GIFTSFNP4409,711
496,personalized,GIFTSFNP4584,712
496,personalized,GIFTSFNP4586,713
496,personalized,GIFTSFNP4599,714
496,personalized,GIFTSFNP4688,715
496,personalized,GIFTSFNP4689,716
496,personalized,GIFTSFNP4690,717
496,personalized,GIFTSFNP4712,718
496,personalized,GIFTSFNP4713,719
496,personalized,GIFTSFNP4715,720
496,personalized,GIFTSFNP4718,721
496,personalized,VG507,722
496,personalized,VG511,723
496,personalized,GIFTSFNP4468,724
496,personalized,VG295,725
